# Componentwise physical Kelvin-Voigt MMS errors
# generated_utc=2026-08-01T15:55:26.463
# julia_version=1.11.6
# trixi_commit=b5b1747b7a9f0a0fc34452d4222d35b0a26ac943
# trixi_worktree=clean
# julia_threads=1
# command=degree-split clean convergence campaign assembled without altering numerical rows
# elixir=/home/sundriyal/Projects/Trixi-damped-clean/examples/damped_intrinsic_beam/elixir_mms_rich_physical.jl
# rich_mms_lambda=2.0
# rich_mms_profile=exp1
# polydegs=1,2,3
# refinement_levels=2,3,4,5,6,7
# sigmas=1.0
# auxiliary_fluxes=alternating,br1
# rock4_abstol_reltol=1.0e-12
polydeg,refinement_level,ncells,h,hyperbolic_flux,auxiliary_flux,component_index,block,component,l2_error,l2_eoc,linf_error,linf_eoc
2,4,16,6.2500000000000000e-02,upwind,alternating,2,u1,v2,4.3371554997457824e-05,3.02548292,1.7038408292435747e-04,2.93162041
2,4,16,6.2500000000000000e-02,upwind,alternating,3,u1,v3,4.5947112310776834e-05,4.11045251,1.6085157008127737e-04,4.17641908
2,4,16,6.2500000000000000e-02,upwind,alternating,4,u1,omega1,1.6517278089886420e-05,3.90388432,6.3840965030870223e-05,3.62731514
2,4,16,6.2500000000000000e-02,upwind,alternating,5,u1,omega2,9.9364094622502500e-06,3.09682562,5.1714418753512348e-05,3.16777333
2,4,16,6.2500000000000000e-02,upwind,alternating,6,u1,omega3,2.2163074096036352e-05,3.85187570,1.1552384990665132e-04,3.66595195
2,4,16,6.2500000000000000e-02,upwind,alternating,7,u2,f1,4.5499603991586549e-05,3.36418047,1.4821514350060738e-04,3.42644813
2,4,16,6.2500000000000000e-02,upwind,alternating,8,u2,f2,9.6438611708714973e-05,3.18535277,3.1810199948001383e-04,3.05953810
2,4,16,6.2500000000000000e-02,upwind,alternating,9,u2,f3,4.5901403055639354e-05,3.43785436,1.6161684286952749e-04,3.23837784
2,4,16,6.2500000000000000e-02,upwind,alternating,10,u2,m1,2.3696808824407960e-05,3.34535577,1.0028787934335259e-04,3.39541711
2,4,16,6.2500000000000000e-02,upwind,alternating,11,u2,m2,1.1773879145949635e-05,3.47384506,6.0809900919500670e-05,3.54240315
2,4,16,6.2500000000000000e-02,upwind,alternating,12,u2,m3,2.1717075292821052e-05,2.94928116,7.8020327591965533e-05,2.98488129
2,5,32,3.1250000000000000e-02,upwind,alternating,1,u1,v1,3.1996149448502523e-06,2.99402677,1.4398073336252537e-05,2.57562451
2,5,32,3.1250000000000000e-02,upwind,alternating,2,u1,v2,4.6975915329360137e-06,3.20675599,2.1380989160491026e-05,2.99439006
2,5,32,3.1250000000000000e-02,upwind,alternating,3,u1,v3,3.2600273083422315e-06,3.81701824,1.8988817153342552e-05,3.08250807
2,5,32,3.1250000000000000e-02,upwind,alternating,4,u1,omega1,1.4129862377348955e-06,3.54715664,7.2198716125626561e-06,3.14443737
2,5,32,3.1250000000000000e-02,upwind,alternating,5,u1,omega2,1.0937614626633066e-06,3.18342649,4.4954172322420050e-06,3.52403965
2,5,32,3.1250000000000000e-02,upwind,alternating,6,u1,omega3,1.8452219372026179e-06,3.58629175,1.1458502051198138e-05,3.33370037
2,5,32,3.1250000000000000e-02,upwind,alternating,7,u2,f1,8.9199380837821054e-06,2.35074839,3.2029713926462478e-05,2.21021004
2,5,32,3.1250000000000000e-02,upwind,alternating,8,u2,f2,1.1270111030188345e-05,3.09710915,4.2864947143783638e-05,2.89161917
2,5,32,3.1250000000000000e-02,upwind,alternating,9,u2,f3,5.0392884359727554e-06,3.18724631,1.7151925563840820e-05,3.23613510
2,5,32,3.1250000000000000e-02,upwind,alternating,10,u2,m1,2.8377290202632652e-06,3.06188405,1.1733832634974739e-05,3.09540103
2,5,32,3.1250000000000000e-02,upwind,alternating,11,u2,m2,2.0125244342196824e-06,2.54851152,7.3986515459756319e-06,3.03897198
2,5,32,3.1250000000000000e-02,upwind,alternating,12,u2,m3,2.7137241519245712e-06,3.00048384,1.1444889565614957e-05,2.76914651
2,6,64,1.5625000000000000e-02,upwind,alternating,1,u1,v1,4.8619760584476501e-07,2.71828360,2.4815015855494948e-06,2.53659049
2,6,64,1.5625000000000000e-02,upwind,alternating,2,u1,v2,6.0628537696852936e-07,2.95385234,3.1234586117534491e-06,2.77511228
2,6,64,1.5625000000000000e-02,upwind,alternating,3,u1,v3,3.6904968121997032e-07,3.14299710,2.1389386510861641e-06,3.15018303
2,6,64,1.5625000000000000e-02,upwind,alternating,4,u1,omega1,1.8751408523144419e-07,2.91367654,9.5683950984692956e-07,2.91562431
2,6,64,1.5625000000000000e-02,upwind,alternating,5,u1,omega2,1.7281320412379199e-07,2.66201278,8.4378198828005679e-07,2.41351283
2,6,64,1.5625000000000000e-02,upwind,alternating,6,u1,omega3,2.0239910466220199e-07,3.18851954,1.1353531599311850e-06,3.33520542
2,6,64,1.5625000000000000e-02,upwind,alternating,7,u2,f1,1.4984430004263196e-06,2.57356949,5.5970317198728026e-06,2.51667708
2,6,64,1.5625000000000000e-02,upwind,alternating,8,u2,f2,1.4607993646573116e-06,2.94767178,5.8434079797109462e-06,2.87491644
2,6,64,1.5625000000000000e-02,upwind,alternating,9,u2,f3,6.8564209933481188e-07,2.87769243,2.5902153228951619e-06,2.72722661
2,6,64,1.5625000000000000e-02,upwind,alternating,10,u2,m1,3.7943579639192888e-07,2.90280913,1.5991851709529215e-06,2.87526542
2,6,64,1.5625000000000000e-02,upwind,alternating,11,u2,m2,3.3680519779379280e-07,2.57901999,1.4175829060603107e-06,2.38382924
2,6,64,1.5625000000000000e-02,upwind,alternating,12,u2,m3,3.5433135005982429e-07,2.93710306,1.4554816465395248e-06,2.97513499
2,7,128,7.8125000000000000e-03,upwind,alternating,1,u1,v1,6.9881064528746536e-08,2.79856930,3.6467492492420206e-07,2.76653047
2,7,128,7.8125000000000000e-03,upwind,alternating,2,u1,v2,8.0031055360940827e-08,2.92136519,4.2315618387078757e-07,2.88388226
2,7,128,7.8125000000000000e-03,upwind,alternating,3,u1,v3,4.9518829017705685e-08,2.89776594,2.6167390920761591e-07,3.03105311
2,7,128,7.8125000000000000e-03,upwind,alternating,4,u1,omega1,2.5393669713472639e-08,2.88445817,1.3138255816613764e-07,2.86450320
2,7,128,7.8125000000000000e-03,upwind,alternating,5,u1,omega2,2.4977402555917826e-08,2.79051809,1.2532451432178959e-07,2.75120165
2,7,128,7.8125000000000000e-03,upwind,alternating,6,u1,omega3,2.5730140374898302e-08,2.97567168,1.3329086101521170e-07,3.09049136
2,7,128,7.8125000000000000e-03,upwind,alternating,7,u2,f1,2.1852414004356217e-07,2.77759964,8.3460185251738039e-07,2.74550190
2,7,128,7.8125000000000000e-03,upwind,alternating,8,u2,f2,1.8962306261165733e-07,2.94555170,7.7654831098783461e-07,2.91166243
2,7,128,7.8125000000000000e-03,upwind,alternating,9,u2,f3,9.5539263733623700e-08,2.84329003,3.8646985300871961e-07,2.74464425
2,7,128,7.8125000000000000e-03,upwind,alternating,10,u2,m1,4.9814792581274613e-08,2.92920967,2.0923143517759257e-07,2.93416547
2,7,128,7.8125000000000000e-03,upwind,alternating,11,u2,m2,4.8536770125978157e-08,2.79476439,2.0613907414368526e-07,2.78174321
2,7,128,7.8125000000000000e-03,upwind,alternating,12,u2,m3,4.7991722285320429e-08,2.88424162,1.9751387991817637e-07,2.88147070
2,2,4,2.5000000000000000e-01,upwind,br1,1,u1,v1,4.0798863205229515e-03,NaN,9.8669006739093845e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,2,u1,v2,1.5386899268384551e-03,NaN,4.6117631162179151e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,3,u1,v3,9.5541613816232246e-03,NaN,3.1105299873633641e-02,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,4,u1,omega1,3.0389981014921860e-03,NaN,9.0691621054155291e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,5,u1,omega2,1.0698522199154923e-03,NaN,5.5163068755277322e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,6,u1,omega3,3.8293401489861503e-03,NaN,1.3432523549210096e-02,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,7,u2,f1,4.3633800040576379e-03,NaN,1.2701398204420400e-02,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,8,u2,f2,5.8633936295510065e-03,NaN,2.3353192690266589e-02,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,9,u2,f3,4.2019202046082284e-03,NaN,1.2258827890570201e-02,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,10,u2,m1,2.0450176797318603e-03,NaN,7.0906750669346152e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,11,u2,m2,1.1614422396602766e-03,NaN,4.2564471420726280e-03,NaN
2,2,4,2.5000000000000000e-01,upwind,br1,12,u2,m3,1.3279203873472279e-03,NaN,4.8253279811438787e-03,NaN
2,3,8,1.2500000000000000e-01,upwind,br1,1,u1,v1,3.8696278458614836e-04,3.39826222,1.1760728430552092e-03,3.06861957
2,3,8,1.2500000000000000e-01,upwind,br1,2,u1,v2,3.8615107380364429e-04,1.99446524,1.5988514910034723e-03,1.52828247
2,3,8,1.2500000000000000e-01,upwind,br1,3,u1,v3,9.1447414239480577e-04,3.38511496,2.9373184877599101e-03,3.40458881
2,3,8,1.2500000000000000e-01,upwind,br1,4,u1,omega1,2.7689781044500149e-04,3.45617022,7.5954314914916665e-04,3.57776544
2,3,8,1.2500000000000000e-01,upwind,br1,5,u1,omega2,1.3117786734204785e-04,3.02781530,6.3173659530502135e-04,3.12630766
2,3,8,1.2500000000000000e-01,upwind,br1,6,u1,omega3,3.7588631363465760e-04,3.34872752,1.5287823200793582e-03,3.13527546
2,3,8,1.2500000000000000e-01,upwind,br1,7,u2,f1,5.1625467950089582e-04,3.07929126,2.4642856098342492e-03,2.36574594
2,3,8,1.2500000000000000e-01,upwind,br1,8,u2,f2,7.4186098985536239e-04,2.98251513,2.3390372248872637e-03,3.31963307
2,3,8,1.2500000000000000e-01,upwind,br1,9,u2,f3,6.2577037895893823e-04,2.74734349,2.4826655639980100e-03,2.30385921
2,3,8,1.2500000000000000e-01,upwind,br1,10,u2,m1,2.5926649648126590e-04,2.97960562,1.1738367158863339e-03,2.59469125
2,3,8,1.2500000000000000e-01,upwind,br1,11,u2,m2,1.6595445409767540e-04,2.80705815,7.0164769197833543e-04,2.60083100
2,3,8,1.2500000000000000e-01,upwind,br1,12,u2,m3,1.7463376121045916e-04,2.92676425,6.6546691650393175e-04,2.85818816
2,4,16,6.2500000000000000e-02,upwind,br1,1,u1,v1,2.5374024940562515e-05,3.93077054,8.4772485241302320e-05,3.79423753
2,4,16,6.2500000000000000e-02,upwind,br1,2,u1,v2,5.0669055326055774e-05,2.92998855,2.2459372083005746e-04,2.83164644
2,4,16,6.2500000000000000e-02,upwind,br1,3,u1,v3,5.6072342080612183e-05,4.02758114,1.6692722220490452e-04,4.13720855
2,4,16,6.2500000000000000e-02,upwind,br1,4,u1,omega1,1.6857822350853911e-05,4.03786356,5.3384093276598321e-05,3.83065009
2,4,16,6.2500000000000000e-02,upwind,br1,5,u1,omega2,1.3742295520056010e-05,3.25482941,7.7767079585733256e-05,3.02209168
2,4,16,6.2500000000000000e-02,upwind,br1,6,u1,omega3,2.3713903779814291e-05,3.98649130,1.0998776908266450e-04,3.79696799
2,4,16,6.2500000000000000e-02,upwind,br1,7,u2,f1,2.8809858884943552e-05,4.16344845,1.0290377658250804e-04,4.58180164
2,4,16,6.2500000000000000e-02,upwind,br1,8,u2,f2,6.8753150451685436e-05,3.43165115,2.3648259508224356e-04,3.30610891
2,4,16,6.2500000000000000e-02,upwind,br1,9,u2,f3,5.0806562309620241e-05,3.62254661,1.7535132359736139e-04,3.82356971
2,4,16,6.2500000000000000e-02,upwind,br1,10,u2,m1,2.3776813061935853e-05,3.44680853,1.1523689453862840e-04,3.34855715
2,4,16,6.2500000000000000e-02,upwind,br1,11,u2,m2,1.2403305028055368e-05,3.74199085,5.4709077869308231e-05,3.68089467
2,4,16,6.2500000000000000e-02,upwind,br1,12,u2,m3,2.0027345571549386e-05,3.12428937,6.8430145626519057e-05,3.28166302
2,5,32,3.1250000000000000e-02,upwind,br1,1,u1,v1,2.2277578876761033e-06,3.50968803,9.5794425405415495e-06,3.14558247
2,5,32,3.1250000000000000e-02,upwind,br1,2,u1,v2,4.9727952335571190e-06,3.34897600,2.4174458793879694e-05,3.21576210
2,5,32,3.1250000000000000e-02,upwind,br1,3,u1,v3,3.6944657541818580e-06,3.92385167,1.9055818418323156e-05,3.13091577
2,5,32,3.1250000000000000e-02,upwind,br1,4,u1,omega1,8.5992900637332542e-07,4.29305682,4.2147217502730427e-06,3.66290063
2,5,32,3.1250000000000000e-02,upwind,br1,5,u1,omega2,1.4060646603241577e-06,3.28888817,8.4575724166313648e-06,3.20084403
2,5,32,3.1250000000000000e-02,upwind,br1,6,u1,omega3,1.6669347589609955e-06,3.83046363,9.6722247322489352e-06,3.50735153
2,5,32,3.1250000000000000e-02,upwind,br1,7,u2,f1,3.6504486569662678e-06,2.98041690,1.3417383421199247e-05,2.93912067
2,5,32,3.1250000000000000e-02,upwind,br1,8,u2,f2,6.2297782837218594e-06,3.46417310,2.4078365187918394e-05,3.29592466
2,5,32,3.1250000000000000e-02,upwind,br1,9,u2,f3,4.0539357737730314e-06,3.64761971,1.3078109003084037e-05,3.74502246
2,5,32,3.1250000000000000e-02,upwind,br1,10,u2,m1,2.0839836061186641e-06,3.51213952,1.0000930837139599e-05,3.52639650
2,5,32,3.1250000000000000e-02,upwind,br1,11,u2,m2,8.2007558429170729e-07,3.91882390,4.7062739080283578e-06,3.53912305
2,5,32,3.1250000000000000e-02,upwind,br1,12,u2,m3,2.2184693613454867e-06,3.17433468,1.0800800770538466e-05,2.66349374
2,6,64,1.5625000000000000e-02,upwind,br1,1,u1,v1,3.6700374007323188e-07,2.60172578,1.9116676206465399e-06,2.32511000
2,6,64,1.5625000000000000e-02,upwind,br1,2,u1,v2,5.1077517102234291e-07,3.28329672,3.0400430155452796e-06,2.99131995
2,6,64,1.5625000000000000e-02,upwind,br1,3,u1,v3,3.1854219301204370e-07,3.53580937,1.8544627842231876e-06,3.36115835
2,6,64,1.5625000000000000e-02,upwind,br1,4,u1,omega1,1.2283530965626179e-07,2.80749223,7.1368485698997119e-07,2.56207832
2,6,64,1.5625000000000000e-02,upwind,br1,5,u1,omega2,1.5383635731341214e-07,3.19219453,9.2656821681913470e-07,3.19027452
2,6,64,1.5625000000000000e-02,upwind,br1,6,u1,omega3,1.5521527473467166e-07,3.42485520,9.1369109078698330e-07,3.40406937
2,6,64,1.5625000000000000e-02,upwind,br1,7,u2,f1,6.1304396438156857e-07,2.57401134,2.4974020504942018e-06,2.42560335
2,6,64,1.5625000000000000e-02,upwind,br1,8,u2,f2,6.5347717362450497e-07,3.25297207,2.9349227359531938e-06,3.03634301
2,6,64,1.5625000000000000e-02,upwind,br1,9,u2,f3,4.0254824193095087e-07,3.33208964,1.9104243147438638e-06,2.77518894
2,6,64,1.5625000000000000e-02,upwind,br1,10,u2,m1,2.1971910140157144e-07,3.24561173,1.0532383867278838e-06,3.24723037
2,6,64,1.5625000000000000e-02,upwind,br1,11,u2,m2,1.0300701402862699e-07,2.99301431,4.7367792765928840e-07,3.31260694
2,6,64,1.5625000000000000e-02,upwind,br1,12,u2,m3,2.3236431050293276e-07,3.25510423,1.2546331905616270e-06,3.10580074
2,7,128,7.8125000000000000e-03,upwind,br1,1,u1,v1,5.1489294231172437e-08,2.83345037,2.9636183995762622e-07,2.68940010
2,7,128,7.8125000000000000e-03,upwind,br1,2,u1,v2,5.8612639858412429e-08,3.12340468,3.9570324972260096e-07,2.94160092
2,7,128,7.8125000000000000e-03,upwind,br1,3,u1,v3,3.6482427442830760e-08,3.12621085,2.2390972986841007e-07,3.05001219
2,7,128,7.8125000000000000e-03,upwind,br1,4,u1,omega1,1.7360685724371067e-08,2.82282949,1.0701168395854666e-07,2.73751884
2,7,128,7.8125000000000000e-03,upwind,br1,5,u1,omega2,1.8595392216598796e-08,3.04837942,1.1313395287260164e-07,3.03386523
2,7,128,7.8125000000000000e-03,upwind,br1,6,u1,omega3,1.8386240494488789e-08,3.07757212,1.1252729770205860e-07,3.02143146
2,7,128,7.8125000000000000e-03,upwind,br1,7,u2,f1,8.5644512017715258e-08,2.83955783,4.0079460816855317e-07,2.63949309
2,7,128,7.8125000000000000e-03,upwind,br1,8,u2,f2,7.7470280832186658e-08,3.07642197,3.9722333600167303e-07,2.88530024
2,7,128,7.8125000000000000e-03,upwind,br1,9,u2,f3,4.7053064230997536e-08,3.09680110,2.5996063235389499e-07,2.87752804
2,7,128,7.8125000000000000e-03,upwind,br1,10,u2,m1,2.4984046596186739e-08,3.13658123,1.3402409693163975e-07,2.97426769
2,7,128,7.8125000000000000e-03,upwind,br1,11,u2,m2,1.7034966133625640e-08,2.59617159,9.5799251864647772e-08,2.30582015
2,7,128,7.8125000000000000e-03,upwind,br1,12,u2,m3,2.5640748431379841e-08,3.17987822,1.5070257919358454e-07,3.05748962
3,2,4,2.5000000000000000e-01,upwind,alternating,1,u1,v1,6.9941648523888346e-05,NaN,1.7990133445877632e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,2,u1,v2,2.2287071546440852e-05,NaN,6.8829941350045942e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,3,u1,v3,1.6721425663400604e-04,NaN,4.5438013054166504e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,4,u1,omega1,4.1507240264144959e-05,NaN,9.6812777241161996e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,5,u1,omega2,1.5935766297491565e-05,NaN,9.5017517982576294e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,6,u1,omega3,6.2074351225612778e-05,NaN,1.9261985335461418e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,7,u2,f1,5.4974162439530630e-05,NaN,1.8294489733072794e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,8,u2,f2,1.0238383747948096e-04,NaN,2.9053161022396523e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,9,u2,f3,6.3685752935382266e-05,NaN,1.9598096852724289e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,10,u2,m1,3.5225286100742566e-05,NaN,9.0359501284220656e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,11,u2,m2,2.6218460556216701e-05,NaN,1.0571500678968615e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,alternating,12,u2,m3,2.0530828653619520e-05,NaN,8.5185138940180316e-05,NaN
3,3,8,1.2500000000000000e-01,upwind,alternating,1,u1,v1,2.4364377126251159e-06,4.84330656,6.2662521145284700e-06,4.84345926
3,3,8,1.2500000000000000e-01,upwind,alternating,2,u1,v2,2.2300438212603049e-06,3.32106310,1.0114978568509514e-05,2.76654302
3,3,8,1.2500000000000000e-01,upwind,alternating,3,u1,v3,4.8925632092449952e-06,5.09496356,1.7287288565981385e-05,4.71611624
3,3,8,1.2500000000000000e-01,upwind,alternating,4,u1,omega1,1.5038633860865626e-06,4.78661759,4.4253330813148750e-06,4.45133951
3,3,8,1.2500000000000000e-01,upwind,alternating,5,u1,omega2,7.9635532155336973e-07,4.32271230,2.9577571556416160e-06,5.00561801
3,3,8,1.2500000000000000e-01,upwind,alternating,6,u1,omega3,2.0772182920312759e-06,4.90127254,7.3258592792058153e-06,4.71661461
3,3,8,1.2500000000000000e-01,upwind,alternating,7,u2,f1,3.3487121861884862e-06,4.03707543,1.1264215025619251e-05,4.02159049
3,3,8,1.2500000000000000e-01,upwind,alternating,8,u2,f2,6.2721331070649483e-06,4.02888800,1.8897549443508410e-05,3.94242407
3,3,8,1.2500000000000000e-01,upwind,alternating,9,u2,f3,4.1156715884814934e-06,3.95177089,1.3335887234733335e-05,3.87732785
3,3,8,1.2500000000000000e-01,upwind,alternating,10,u2,m1,1.9703098863579257e-06,4.16011697,4.4254583601022190e-06,4.35177752
3,3,8,1.2500000000000000e-01,upwind,alternating,11,u2,m2,1.2039515895266212e-06,4.44473369,6.2063134357304151e-06,4.09029982
3,3,8,1.2500000000000000e-01,upwind,alternating,12,u2,m3,1.3041822953902912e-06,3.97657441,4.4882060545869962e-06,4.24639095
3,4,16,6.2500000000000000e-02,upwind,alternating,1,u1,v1,8.8254375310391876e-08,4.78696173,2.5162570338466139e-07,4.63825161
3,4,16,6.2500000000000000e-02,upwind,alternating,2,u1,v2,1.5442290229857797e-07,3.85211342,9.3742501761084895e-07,3.43164616
3,4,16,6.2500000000000000e-02,upwind,alternating,3,u1,v3,1.0892577238264185e-07,5.48917324,6.8261933705571209e-07,4.66248651
3,4,16,6.2500000000000000e-02,upwind,alternating,4,u1,omega1,4.5275765447750969e-08,5.05379067,1.2664348680857529e-07,5.12694126
3,4,16,6.2500000000000000e-02,upwind,alternating,5,u1,omega2,3.2623609769699547e-08,4.60942395,1.9506800352786513e-07,3.92245454
3,4,16,6.2500000000000000e-02,upwind,alternating,6,u1,omega3,5.5432132635478732e-08,5.22778651,3.9239214544295464e-07,4.22262992
3,4,16,6.2500000000000000e-02,upwind,alternating,7,u2,f1,1.3801871449127652e-07,4.60067058,3.7165945165895664e-07,4.92162167
3,4,16,6.2500000000000000e-02,upwind,alternating,8,u2,f2,3.2098183560149196e-07,4.28839261,1.2187930353846355e-06,3.95467410
3,4,16,6.2500000000000000e-02,upwind,alternating,9,u2,f3,1.6056707420182110e-07,4.67987988,5.4282063688404492e-07,4.61869443
3,4,16,6.2500000000000000e-02,upwind,alternating,10,u2,m1,9.6566412309382799e-08,4.35075726,2.3900570400581245e-07,4.21070993
3,4,16,6.2500000000000000e-02,upwind,alternating,11,u2,m2,5.6319601683453388e-08,4.41799644,3.4145774607807766e-07,4.18395759
3,4,16,6.2500000000000000e-02,upwind,alternating,12,u2,m3,8.6113522248539371e-08,3.92076193,2.4408140497644837e-07,4.20070462
3,5,32,3.1250000000000000e-02,upwind,alternating,1,u1,v1,5.5516406291831631e-09,3.99068172,2.6761494353877424e-08,3.23304872
3,5,32,3.1250000000000000e-02,upwind,alternating,2,u1,v2,9.0860448729523079e-09,4.08709049,5.9734212243256479e-08,3.97207393
3,5,32,3.1250000000000000e-02,upwind,alternating,3,u1,v3,5.5367516567347445e-09,4.29816172,4.0888570751462794e-08,4.06131174
3,5,32,3.1250000000000000e-02,upwind,alternating,4,u1,omega1,2.2203272348455543e-09,4.34989481,1.0129819649762339e-08,3.64409249
3,5,32,3.1250000000000000e-02,upwind,alternating,5,u1,omega2,2.4988849250178732e-09,3.70656005,1.6763119781160185e-08,3.54061458
3,5,32,3.1250000000000000e-02,upwind,alternating,6,u1,omega3,2.9728412403273766e-09,4.22080819,2.2036499736088899e-08,4.15432917
3,5,32,3.1250000000000000e-02,upwind,alternating,7,u2,f1,1.4415328004885202e-08,3.25918833,4.0350379038045503e-08,3.20332717
3,5,32,3.1250000000000000e-02,upwind,alternating,8,u2,f2,1.7262648838557070e-08,4.21676590,6.2593802141464039e-08,4.28328954
3,5,32,3.1250000000000000e-02,upwind,alternating,9,u2,f3,8.6154156387606130e-09,4.22011188,2.7362662802232762e-08,4.31019503
3,5,32,3.1250000000000000e-02,upwind,alternating,10,u2,m1,5.0560738115044679e-09,4.25543205,1.2970922336208446e-08,4.20369207
3,5,32,3.1250000000000000e-02,upwind,alternating,11,u2,m2,3.0334164537990546e-09,4.21462165,1.7447400413317382e-08,4.29062306
3,5,32,3.1250000000000000e-02,upwind,alternating,12,u2,m3,5.0310012574640470e-09,4.09732234,1.3859262515403259e-08,4.13843999
3,6,64,1.5625000000000000e-02,upwind,alternating,1,u1,v1,4.4197915434285972e-10,3.65086395,2.5856401464352530e-09,3.37156527
3,6,64,1.5625000000000000e-02,upwind,alternating,2,u1,v2,5.6403059269553254e-10,4.00980711,3.6904417299865599e-09,4.01669204
3,6,64,1.5625000000000000e-02,upwind,alternating,3,u1,v3,3.5269743414465702e-10,3.97253683,2.5039277318228415e-09,4.02943281
3,6,64,1.5625000000000000e-02,upwind,alternating,4,u1,omega1,1.6273179645739326e-10,3.77020424,9.7041574775857953e-10,3.38386172
3,6,64,1.5625000000000000e-02,upwind,alternating,5,u1,omega2,1.7354533473725560e-10,3.84789998,1.1859038195893845e-09,3.82123176
3,6,64,1.5625000000000000e-02,upwind,alternating,6,u1,omega3,1.8202631074182490e-10,4.02962352,1.2765362100708444e-09,4.10958872
3,6,64,1.5625000000000000e-02,upwind,alternating,7,u2,f1,1.1218482725555575e-09,3.68365419,3.3060167936582729e-09,3.60941627
3,6,64,1.5625000000000000e-02,upwind,alternating,8,u2,f2,1.0088918811782505e-09,4.09681037,3.2705393948617711e-09,4.25841932
3,6,64,1.5625000000000000e-02,upwind,alternating,9,u2,f3,5.2738538575489877e-10,4.02999090,1.5161158994914103e-09,4.17375668
3,6,64,1.5625000000000000e-02,upwind,alternating,10,u2,m1,2.9268638218149748e-10,4.11059000,7.0560202125591331e-10,4.20028257
3,6,64,1.5625000000000000e-02,upwind,alternating,11,u2,m2,2.0432268515025536e-10,3.89202228,8.8786300533882923e-10,4.29653120
3,6,64,1.5625000000000000e-02,upwind,alternating,12,u2,m3,2.9073566847203437e-10,4.11306557,7.4018957629817805e-10,4.22681186
3,7,128,7.8125000000000000e-03,upwind,alternating,1,u1,v1,3.1783627260925929e-11,3.79762264,1.9853985122608719e-10,3.70302098
3,7,128,7.8125000000000000e-03,upwind,alternating,2,u1,v2,3.5582743975971084e-11,3.98652374,2.2987478587310761e-10,4.00487338
3,7,128,7.8125000000000000e-03,upwind,alternating,3,u1,v3,2.2660137566286433e-11,3.96020256,1.5198509117908543e-10,4.04219121
3,7,128,7.8125000000000000e-03,upwind,alternating,4,u1,omega1,1.1138325022064602e-11,3.86889197,7.0777161909063580e-11,3.77724715
3,7,128,7.8125000000000000e-03,upwind,alternating,5,u1,omega2,1.1412337871073957e-11,3.92664631,7.6285644468043756e-11,3.95843160
3,7,128,7.8125000000000000e-03,upwind,alternating,6,u1,omega3,1.1494622445665604e-11,3.98511601,7.6482820077217184e-11,4.06095493
3,7,128,7.8125000000000000e-03,upwind,alternating,7,u2,f1,7.7162395851947681e-11,3.86183582,2.3065638288244372e-10,3.84127693
3,7,128,7.8125000000000000e-03,upwind,alternating,8,u2,f2,6.1661865538953671e-11,4.03224923,1.8490720066210997e-10,4.14465528
3,7,128,7.8125000000000000e-03,upwind,alternating,9,u2,f3,3.3315151435673980e-11,3.98460724,9.0144114395229735e-11,4.07200293
3,7,128,7.8125000000000000e-03,upwind,alternating,10,u2,m1,1.7434503271478169e-11,4.06933846,4.4579340219286223e-11,3.98440752
3,7,128,7.8125000000000000e-03,upwind,alternating,11,u2,m2,1.4363130660909324e-11,3.83040724,4.8953507914006877e-11,4.18085294
3,7,128,7.8125000000000000e-03,upwind,alternating,12,u2,m3,1.7444964344843005e-11,4.05882552,4.0590530936412961e-11,4.18867970
3,2,4,2.5000000000000000e-01,upwind,br1,1,u1,v1,7.2370403578007791e-05,NaN,1.8928475592971949e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,2,u1,v2,2.5240263797016694e-05,NaN,6.4458832948588451e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,3,u1,v3,1.7872362400542967e-04,NaN,4.7681356145368170e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,4,u1,omega1,4.3344922067743052e-05,NaN,1.1366430059389643e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,5,u1,omega2,1.8039706201392132e-05,NaN,1.0516557077533406e-04,NaN
