# Componentwise physical Kelvin-Voigt MMS errors
# generated_utc=2026-08-01T15:55:26.463
# julia_version=1.11.6
# trixi_commit=b5b1747b7a9f0a0fc34452d4222d35b0a26ac943
# trixi_worktree=clean
# julia_threads=1
# command=degree-split clean convergence campaign assembled without altering numerical rows
# elixir=/home/sundriyal/Projects/Trixi-damped-clean/examples/damped_intrinsic_beam/elixir_mms_rich_physical.jl
# rich_mms_lambda=2.0
# rich_mms_profile=exp1
# polydegs=1,2,3
# refinement_levels=2,3,4,5,6,7
# sigmas=1.0
# auxiliary_fluxes=alternating,br1
# rock4_abstol_reltol=1.0e-12
polydeg,refinement_level,ncells,h,hyperbolic_flux,auxiliary_flux,component_index,block,component,l2_error,l2_eoc,linf_error,linf_eoc
3,2,4,2.5000000000000000e-01,upwind,br1,6,u1,omega3,6.5954957322723887e-05,NaN,1.9938598290103471e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,7,u2,f1,6.9015711846328521e-05,NaN,2.4734359157463359e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,8,u2,f2,9.7725715718973308e-05,NaN,2.9505060193457666e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,9,u2,f3,7.2822773334068930e-05,NaN,2.5771507304206409e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,10,u2,m1,3.4130508499406956e-05,NaN,9.3862548757539521e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,11,u2,m2,2.7005263920804105e-05,NaN,1.1923049277140496e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,12,u2,m3,2.0797975250272308e-05,NaN,8.7927244483254619e-05,NaN
3,3,8,1.2500000000000000e-01,upwind,br1,1,u1,v1,2.8248534546383534e-06,4.67915189,6.9834178724192952e-06,4.76048111
3,3,8,1.2500000000000000e-01,upwind,br1,2,u1,v2,2.1701451853156973e-06,3.53986352,1.1152556574245409e-05,2.53100360
3,3,8,1.2500000000000000e-01,upwind,br1,3,u1,v3,6.5760011131645094e-06,4.76437599,2.0114913235502740e-05,4.56708785
3,3,8,1.2500000000000000e-01,upwind,br1,4,u1,omega1,2.0993249886383748e-06,4.36786556,6.7866405828453935e-06,4.06593779
3,3,8,1.2500000000000000e-01,upwind,br1,5,u1,omega2,1.1760426315175293e-06,3.93916358,4.6343911774826552e-06,4.50413884
3,3,8,1.2500000000000000e-01,upwind,br1,6,u1,omega3,2.5113449052087163e-06,4.71494901,9.3294565006729613e-06,4.41762714
3,3,8,1.2500000000000000e-01,upwind,br1,7,u2,f1,3.9122956224289479e-06,4.14083754,1.2102604209474066e-05,4.35312710
3,3,8,1.2500000000000000e-01,upwind,br1,8,u2,f2,6.7031152495911307e-06,3.86583460,1.9354336026289332e-05,3.93023368
3,3,8,1.2500000000000000e-01,upwind,br1,9,u2,f3,5.3340039648774987e-06,3.77109888,1.9230551531412843e-05,3.74430487
3,3,8,1.2500000000000000e-01,upwind,br1,10,u2,m1,2.1832550510920852e-06,3.96650933,5.2064246234273526e-06,4.17218475
3,3,8,1.2500000000000000e-01,upwind,br1,11,u2,m2,1.6211646700194731e-06,4.05813810,8.0248497620338810e-06,3.89313505
3,3,8,1.2500000000000000e-01,upwind,br1,12,u2,m3,1.4811022401537064e-06,3.81169995,5.1974564411194635e-06,4.08043259
3,4,16,6.2500000000000000e-02,upwind,br1,1,u1,v1,1.1307306646482852e-07,4.64284880,4.1398361716460386e-07,4.07628772
3,4,16,6.2500000000000000e-02,upwind,br1,2,u1,v2,1.6948367731979007e-07,3.67857332,8.9704807848534074e-07,3.63604535
3,4,16,6.2500000000000000e-02,upwind,br1,3,u1,v3,1.9176854861582236e-07,5.09977251,8.6378730834724138e-07,4.54144559
3,4,16,6.2500000000000000e-02,upwind,br1,4,u1,omega1,9.5969330816044098e-08,4.45120828,3.2491676371648737e-07,4.38455553
3,4,16,6.2500000000000000e-02,upwind,br1,5,u1,omega2,6.1516696977984522e-08,4.25681851,3.2345646605591583e-07,3.84073637
3,4,16,6.2500000000000000e-02,upwind,br1,6,u1,omega3,6.9388981515621643e-08,5.17760978,3.7092789906267853e-07,4.65258235
3,4,16,6.2500000000000000e-02,upwind,br1,7,u2,f1,1.4674222776463295e-07,4.73665939,4.6865407199447873e-07,4.69065029
3,4,16,6.2500000000000000e-02,upwind,br1,8,u2,f2,4.6154212935642689e-07,3.86029749,1.1984496666173072e-06,4.01341559
3,4,16,6.2500000000000000e-02,upwind,br1,9,u2,f3,2.6396997856596150e-07,4.33677313,7.1815177848932876e-07,4.74296755
3,4,16,6.2500000000000000e-02,upwind,br1,10,u2,m1,1.4545684067143230e-07,3.90781763,3.7665933116937111e-07,3.78896080
3,4,16,6.2500000000000000e-02,upwind,br1,11,u2,m2,1.0851229868348467e-07,3.90110017,5.3594441828952455e-07,3.90431909
3,4,16,6.2500000000000000e-02,upwind,br1,12,u2,m3,1.2501685599670276e-07,3.56647670,2.9846323701399058e-07,4.12218062
3,5,32,3.1250000000000000e-02,upwind,br1,1,u1,v1,5.2914873421372602e-09,4.41743822,3.9926128181377862e-08,3.37416860
3,5,32,3.1250000000000000e-02,upwind,br1,2,u1,v2,1.0186362337219368e-08,4.05643549,5.7818692056343934e-08,3.95557743
3,5,32,3.1250000000000000e-02,upwind,br1,3,u1,v3,8.1601812995426848e-09,4.55462111,4.1378335424724355e-08,4.38372860
3,5,32,3.1250000000000000e-02,upwind,br1,4,u1,omega1,4.1056239285518756e-09,4.54690004,1.5072728842824290e-08,4.43005764
3,5,32,3.1250000000000000e-02,upwind,br1,5,u1,omega2,3.9403430442348748e-09,3.96458490,2.6151161236498410e-08,3.62862464
3,5,32,3.1250000000000000e-02,upwind,br1,6,u1,omega3,3.9225925118756928e-09,4.14482721,2.3277107352726034e-08,3.99415509
3,5,32,3.1250000000000000e-02,upwind,br1,7,u2,f1,2.2059246959598711e-08,2.73382865,5.7553904753149254e-08,3.02553770
3,5,32,3.1250000000000000e-02,upwind,br1,8,u2,f2,4.0124695252374528e-08,3.52390000,1.0107644587975528e-07,3.56765057
3,5,32,3.1250000000000000e-02,upwind,br1,9,u2,f3,1.9250449742220764e-08,3.77740980,5.1117476695949904e-08,3.81240026
3,5,32,3.1250000000000000e-02,upwind,br1,10,u2,m1,1.0573689175649083e-08,3.78204042,2.4301578971375193e-08,3.95413831
3,5,32,3.1250000000000000e-02,upwind,br1,11,u2,m2,9.6898641866978695e-09,3.48523831,3.4429626927234835e-08,3.96036094
3,5,32,3.1250000000000000e-02,upwind,br1,12,u2,m3,1.0904852804463005e-08,3.51908042,2.5928587055190633e-08,3.52493774
3,6,64,1.5625000000000000e-02,upwind,br1,1,u1,v1,3.2957818951414287e-10,4.00498062,2.8308591026870999e-09,3.81802132
3,6,64,1.5625000000000000e-02,upwind,br1,2,u1,v2,5.9353880533940446e-10,4.10115278,3.5195952818867227e-09,4.03805453
3,6,64,1.5625000000000000e-02,upwind,br1,3,u1,v3,4.6133141494693724e-10,4.14472576,2.3138397864386206e-09,4.16051473
3,6,64,1.5625000000000000e-02,upwind,br1,4,u1,omega1,1.9538792247459409e-10,4.39318829,9.7455821190806091e-10,3.95104846
3,6,64,1.5625000000000000e-02,upwind,br1,5,u1,omega2,2.3262646636769814e-10,4.08223409,1.6831487315016602e-09,3.95764044
3,6,64,1.5625000000000000e-02,upwind,br1,6,u1,omega3,2.4741017441959857e-10,3.98683074,1.5806129738393793e-09,3.88035573
3,6,64,1.5625000000000000e-02,upwind,br1,7,u2,f1,2.8798367475847679e-09,2.93732461,7.4553483386807784e-09,2.94856614
3,6,64,1.5625000000000000e-02,upwind,br1,8,u2,f2,4.1641932265510315e-09,3.26838152,1.0089536317536840e-08,3.32451506
3,6,64,1.5625000000000000e-02,upwind,br1,9,u2,f3,1.9157102941488415e-09,3.32894084,4.5311294716299244e-09,3.49587400
3,6,64,1.5625000000000000e-02,upwind,br1,10,u2,m1,1.0517106940004020e-09,3.32966902,2.4076471927259036e-09,3.33535415
3,6,64,1.5625000000000000e-02,upwind,br1,11,u2,m2,1.0602753399825511e-09,3.19203748,3.4130741566329448e-09,3.33450688
3,6,64,1.5625000000000000e-02,upwind,br1,12,u2,m3,1.0762143059090521e-09,3.34093300,2.4378936647195815e-09,3.41083649
3,7,128,7.8125000000000000e-03,upwind,br1,1,u1,v1,2.2629289296721609e-11,3.86435759,2.8998670131841209e-10,3.28718130
3,7,128,7.8125000000000000e-03,upwind,br1,2,u1,v2,3.5878444398564367e-11,4.04815311,2.2588508841181465e-10,3.96174860
3,7,128,7.8125000000000000e-03,upwind,br1,3,u1,v3,2.7440173360858894e-11,4.07144204,1.3320189395926718e-10,4.11860247
3,7,128,7.8125000000000000e-03,upwind,br1,4,u1,omega1,1.0524636571223722e-11,4.21449897,6.4444449776601687e-11,3.91862034
3,7,128,7.8125000000000000e-03,upwind,br1,5,u1,omega2,1.3704579863270204e-11,4.08528524,1.0672884798168525e-10,3.97914058
3,7,128,7.8125000000000000e-03,upwind,br1,6,u1,omega3,1.5005814558604330e-11,4.04331129,9.8943964133013651e-11,3.99772864
3,7,128,7.8125000000000000e-03,upwind,br1,7,u2,f1,3.5849654712930467e-10,3.00595590,8.7764462364248175e-10,3.08656698
3,7,128,7.8125000000000000e-03,upwind,br1,8,u2,f2,4.7861405462239167e-10,3.12110235,1.1218395101764145e-09,3.16892167
3,7,128,7.8125000000000000e-03,upwind,br1,9,u2,f3,2.2132191434776573e-10,3.11366119,4.7067283404089721e-10,3.26707422
3,7,128,7.8125000000000000e-03,upwind,br1,10,u2,m1,1.2250988378774945e-10,3.10176785,2.6875157654870918e-10,3.16327888
3,7,128,7.8125000000000000e-03,upwind,br1,11,u2,m2,1.2589118583078334e-10,3.07418978,3.6970260186564019e-10,3.20663466
3,7,128,7.8125000000000000e-03,upwind,br1,12,u2,m3,1.2154074008898387e-10,3.14645350,2.5779822721005985e-10,3.24132095
