acceleration_rms_g,frequency_hz,normalized_frequency,frequency_over_unloaded_omega1,omega,transverse_peak,longitudinal_minimum,rotation_peak,periodicity_error,cycles,accepted_steps,rejected_steps,total_energy_change,material_dissipation,jump_dissipation,left_boundary_dissipation,right_boundary_dissipation,physical_root_work,sat_data_work,ledger_residual,relative_ledger_residual
0.20000000000000001,10.515519290297943,1.1523902570027325,1.1205803770759788,3.9399777153807971,0.049469069014911528,-0.0014317220923861784,0.068852883249823346,0.00010804725974238039,140,683,38,-5.645536618609226e-06,0.00034423559535090803,1.3519707013356206e-08,1.5791611729290831,1.0568872744539941e-08,0.00033215313844647961,1.5791676390030991,-5.0651507432775134e-09,3.2067953922121772e-09
0.20000000000000001,10.276654890211967,1.1262132323780092,1.0951259271216782,3.8504794806902032,0.060553651455943824,-0.002143916287799752,0.08415271036833892,0.00017983909937595299,110,702,38,2.2123797927403599e-05,0.00050360843283614107,2.9036630863437496e-08,1.6918544810474085,2.1331533353667048e-08,0.00051824655098878149,1.6918620055631688,1.1532178767481582e-08,6.8141771053374905e-09
0.20000000000000001,10.037771389124522,1.1000341144845291,1.0696694416799388,3.7609740891946957,0.077054924658820273,-0.0034709619000304892,0.10695891591948548,9.320038740472103e-05,130,909,0,-1.4567713551905115e-05,0.00080003612586984694,7.4084346782937979e-08,1.8155412294156406,5.0773368991289268e-08,0.00077688744304256041,1.8155499361866421,-9.440102033408948e-10,5.1973170260322274e-10
0.20000000000000001,9.7988973436611051,1.073856032827939,1.0442139638714363,3.671472240553034,0.10515716656155596,-0.0064699728734876061,0.14590434463773239,0.0001097114393051879,130,932,0,-1.4060027654083651e-05,0.0014610585359377819,2.5168226028658564e-07,1.9515804575252638,1.5946356856621333e-07,0.0014382386819409426,1.9515896319263883,-3.4289528993980412e-09,1.7556985600926927e-09
0.20000000000000001,9.7033610892610707,1.0633862646955452,1.0340331968522751,3.6356765082686207,0.12328768312820425,-0.0089029254681485259,0.17111414831526467,0.00012597481029313212,110,1043,27,-1.4550919772426951e-06,0.0019926688509488088,4.7275209278171502e-07,2.009796424505216,2.8915685851733539e-07,0.0019838830260331002,2.009804523208691,-6.0615854557966031e-09,3.0130311274473551e-09
0.20000000000000001,9.6077959590137691,1.0529133320741579,1.0238493526947507,3.5998699567187389,0.14809281662495427,-0.012872192186497933,0.20575292515509436,0.00013945660539158022,110,1354,76,1.0467782477041609e-05,0.0028556927730238636,9.8168077372694388e-07,2.0703747410002453,5.7858626384294368e-07,0.002863363809436241,2.0703791001272189,-2.1138713002244458e-09,1.019596760627141e-09
0.20000000000000001,9.56003275255242,1.047678987269137,1.0187594935609086,3.5819739342896346,0.16375190190954381,-0.015763349263254511,0.22771756081356354,0.00018063722159471912,90,1779,105,8.907690769943688e-06,0.0034845177795280562,1.4702671939979059e-06,2.101569555914768,8.5020450595257766e-07,0.0034953842591529441,2.1015699209868162,-3.3892031403581768e-09,1.6100228016261761e-09
0.20000000000000001,9.5122505406009559,1.0424425596623985,1.013667609117741,3.5640707908420195,0.18472984027901243,-0.020110567677593005,0.25727981107502512,9.2851653046510663e-05,110,2772,209,2.5990702123612763e-05,0.0044313768704302963,2.3943569012039568e-06,2.133413860134012,1.3545740093980568e-06,0.004468432012748263,2.1334065469207757,-2.2960473522459779e-09,1.0739857919060158e-09
0.20000000000000001,9.5026941055071497,1.041395274940669,1.0126492330066534,3.5604901648863603,0.18940773677534212,-0.021154315444805727,0.26388562193548637,9.815873007845699e-05,70,2820,200,-3.7424324213164439e-05,0.0046595930853100299,2.6510555684048759e-06,2.1398609294126336,1.4932189058998004e-06,0.0046357875479295435,2.1398514580912504,-3.1909754838466142e-09,1.4879639918757103e-09
0.20000000000000001,9.4836004946691776,1.0393028161192599,1.0106145331462009,3.5533361291101935,0.19958775990910524,-0.023521864828363714,0.27831450452251999,9.2393682478597583e-05,90,3663,249,3.7568710529622962e-05,0.0051692202626746229,3.2722840264884677e-06,2.1528214483762658,1.8263024266195725e-06,0.005226432945987008,2.152806906391366,-3.4014298044837687e-09,1.5761711102796095e-09
0.20000000000000001,9.4644679126470734,1.0372060864661727,1.0085756803435106,3.5461674915257104,0.21073820055353301,-0.026265929886640227,0.29417137537549554,9.5624026344748314e-05,90,3888,287,2.5991477744846669e-05,0.0057638825615828511,4.0808900712065103e-06,2.1659163154613448,2.2562429085022781e-06,0.0058173090313478563,2.1658952193569267,-1.7546226693809786e-09,8.0794425894073686e-10
0.20000000000000001,9.4453645269633029,1.0351125564245272,1.0065399388321334,3.5390097932889883,0.22357467898017169,-0.029622253424907985,0.31249874270768407,0.00010404202364605597,90,3888,267,-2.6612409785076174e-05,0.0064932142762805884,5.1961192110759522e-06,2.1791016723508774,2.8437442408760124e-06,0.0065046140138052154,2.1790717052961659,-5.2291464491815987e-09,2.3925418408813907e-09
0.20000000000000001,9.426261364989946,1.0330190508991888,1.0045042211603301,3.5318521788725725,0.23854355268885813,-0.033806326906533624,0.33397656800186626,0.00011049696921261454,90,4227,240,-5.3381982117739479e-05,0.0074031886884052267,6.7791880413094088e-06,2.1924002882113811,3.6688997803870972e-06,0.0074024356662094129,2.1923581092515279,-1.9122468053467401e-09,8.6927661636541012e-10
0.20000000000000001,9.4071482044603787,1.0309244496373067,1.0024674379980285,3.5246908181752961,0.25540687069479584,-0.038873949887692327,0.3583203754375423,0.00011122914982908405,90,4960,346,1.2354692686122881e-06,0.0085110633969328539,8.9951736553096224e-06,2.2058221493578891,4.8103089229637781e-06,0.0085847410276113957,2.2057635186037268,-5.92466919968615e-09,2.6755814826853545e-09
