campaign,branch,acceleration_rms_g,normalized_frequency,frequency_hz,numerical_transverse,experimental_transverse,transverse_error,numerical_longitudinal,experimental_longitudinal,longitudinal_error,periodicity_error,total_energy_change,physical_root_work,material_dissipation,jump_dissipation,left_boundary_dissipation,right_boundary_dissipation,sat_data_work,net_boundary_dissipation,relative_ledger_residual
02g_lower,lower,0.2,1.0330190508991888,9.426261364989946,0.23854355268885813,0.17999312550487165,0.05855042718398648,-0.033806326906533624,-0.01827662087548358,-0.015529706031050045,0.00011049696921261454,-5.338198211773948e-05,0.007402435666209413,0.007403188688405227,6.779188041309409e-06,2.192400288211381,3.6688997803870972e-06,2.192358109251528,4.584785963368532e-05,8.692766163654101e-10
02g_lower,lower,0.2,1.0309244496373067,9.407148204460379,0.25540687069479584,0.22893057913912188,0.026476291555673964,-0.03887394988769233,-0.027194669543031787,-0.01167928034466054,0.00011122914982908405,1.2354692686122881e-06,0.008584741027611396,0.008511063396932854,8.995173655309622e-06,2.205822149357889,4.810308922963778e-06,2.2057635186037268,6.344106308509012e-05,2.6755814826853545e-09
05g_upper,upper,0.5,0.8231814788683266,7.511501132411389,0.12360329543984885,0.14472708089483832,-0.02112378545498947,-0.008879613354055738,-0.013784721951545396,0.0049051085974896585,0.0003199459363246726,-3.8368933298366104e-05,0.0015196212207819544,0.0015679673633592426,4.333839299038734e-07,27.078315927656565,1.0498165642707215e-07,27.078326463969656,-1.0431331435967195e-05,7.658168091256412e-10
05g_upper,upper,0.5,0.848887538640635,7.746067995304105,0.14211460916858698,0.1642680118916127,-0.02215340272302571,-0.011766912601345325,-0.017439693525844853,0.005672780924499528,0.0003457627549551118,9.326613836013742e-05,0.002210442694090143,0.0021405907961633036,7.645109713892116e-07,24.69206563728263,2.0743659625047492e-07,24.692090028714727,-2.41839954995271e-05,2.12360466164618e-10
05g_upper,upper,0.5,0.8745935845027772,7.980634731267059,0.16758468357786988,0.19752496194574037,-0.0299402783678705,-0.0164202482440281,-0.024529115601561347,0.008108867357533245,0.00044850184803543747,0.00012496081099694356,0.0031498382268143658,0.003074580036838686,1.496318767051234e-06,22.578126238913214,4.530158632649921e-07,22.57817788146271,-5.1189533632367556e-05,4.1654566084923265e-10
05g_upper,upper,0.5,0.9003017515931105,8.215220823360305,0.20552817547904118,0.2306939888007825,-0.025165813321741337,-0.024842067921615807,-0.032594114404396614,0.007752046482780807,0.00023389246725495638,-7.322874259452217e-05,0.004602181431127528,0.004783787213093373,3.4432817023805876e-06,20.698539017491576,1.1595909841358581e-06,20.698651973589698,-0.0001117965071379956,1.150246781276002e-09
05g_upper,upper,0.5,0.9260088580693485,8.449797237388406,0.26469164468155776,0.29371294174538537,-0.02902129706382761,-0.04165936297348183,-0.05288022228285375,0.011220859309371924,0.00032107762716698796,2.6460629067914798e-05,0.00803801605999324,0.008269331605290699,9.823308960929497e-06,19.021765140103902,3.645755032324639e-06,19.02203639396692,-0.0002676081079862058,4.532119191270082e-10
05g_upper,upper,0.5,0.9517159539394453,8.684373554635854,0.3648902940865352,0.3812294410832138,-0.0163391469966786,-0.08120851024483955,-0.09132089469962298,0.010112384454783435,0.00044324408565021844,-0.00033432580426462355,0.015591199092354903,0.016648132047951715,3.833733460691659e-05,17.520547141406436,1.536325421956493e-05,17.52132342240916,-0.0007609177485043972,1.5246083018162378e-09
05g_upper,upper,0.5,0.9774220104077285,8.91894038737946,0.5346712099023484,0.5238244393522258,0.01084677055012262,-0.18705475725663967,-0.17947453937001298,-0.007580217886626689,0.00028109533867470837,-0.00015183888836856063,0.037620307440830135,0.04023143358065497,0.00022147061167716658,16.170001913743135,9.034695355830365e-05,16.172773005504435,-0.0026807448077406093,8.05364338738083e-10
05g_upper,upper,0.5,1.0031291062778251,9.153516704626906,0.7392469319365788,0.711655868598779,0.027591063337799704,-0.42923643847763604,-0.3839190828048175,-0.04531735567281853,0.00020619983051828328,0.0003599399396083669,0.09383552757564463,0.10078177582678545,0.0015401303781502522,14.943895368725622,0.0005437354077360202,14.953285387189153,-0.008846283055794046,2.3601262691046634e-09
