# Componentwise numerical Kelvin-Voigt resultant errors
# r_tau is reconstructed from Trixi's discrete auxiliary gradient
# generated_utc=2026-08-01T15:55:26.622
# julia_version=1.11.6
# trixi_commit=b5b1747b7a9f0a0fc34452d4222d35b0a26ac943
# trixi_worktree=clean
# julia_threads=1
# command=degree-split clean convergence campaign assembled without altering numerical rows
# elixir=/home/sundriyal/Projects/Trixi-damped-clean/examples/damped_intrinsic_beam/elixir_mms_rich_physical.jl
# rich_mms_lambda=2.0
# rich_mms_profile=exp1
# polydegs=1,2,3
# refinement_levels=2,3,4,5,6,7
# sigmas=1.0
# auxiliary_fluxes=alternating,br1
# rock4_abstol_reltol=1.0e-12
polydeg,refinement_level,ncells,h,hyperbolic_flux,auxiliary_flux,component_index,component,l2_error,l2_eoc,linf_error,linf_eoc
3,4,16,6.2500000000000000e-02,upwind,alternating,2,r_tau_f2,1.5600730160720309e-07,3.77680385,1.0755139007723180e-06,3.67429865
3,4,16,6.2500000000000000e-02,upwind,alternating,3,r_tau_f3,6.2819463746996067e-08,4.15576881,5.3971848079648055e-07,4.08504874
3,4,16,6.2500000000000000e-02,upwind,alternating,4,r_tau_m1,1.2227455472622683e-08,5.23705950,6.1034230808276746e-08,5.66964624
3,4,16,6.2500000000000000e-02,upwind,alternating,5,r_tau_m2,4.4977493445073953e-08,3.97664122,3.1299181441069024e-07,3.82527393
3,4,16,6.2500000000000000e-02,upwind,alternating,6,r_tau_m3,2.3715602170799864e-08,4.61512223,2.1808566555425735e-07,4.53182065
3,5,32,3.1250000000000000e-02,upwind,alternating,1,r_tau_f1,8.7608819918961135e-09,3.15137085,5.5043457514170058e-08,2.46254387
3,5,32,3.1250000000000000e-02,upwind,alternating,2,r_tau_f2,9.8620743984212478e-09,3.98357861,7.4282836382000283e-08,3.85585346
3,5,32,3.1250000000000000e-02,upwind,alternating,3,r_tau_f3,4.0442764805945688e-09,3.95725809,3.2565548799268207e-08,4.05078864
3,5,32,3.1250000000000000e-02,upwind,alternating,4,r_tau_m1,1.5468068720533287e-09,2.98275923,9.2062934914372008e-09,2.72892626
3,5,32,3.1250000000000000e-02,upwind,alternating,5,r_tau_m2,2.6926743084861366e-09,4.06209162,2.0762355432135671e-08,3.91408290
3,5,32,3.1250000000000000e-02,upwind,alternating,6,r_tau_m3,1.5935237973071539e-09,3.89554403,1.2709671926014465e-08,4.10089625
3,6,64,1.5625000000000000e-02,upwind,alternating,1,r_tau_f1,7.1374062395708495e-10,3.61760433,5.3641762420841843e-09,3.35914255
3,6,64,1.5625000000000000e-02,upwind,alternating,2,r_tau_f2,6.1145667532671944e-10,4.01156895,4.9218542019779932e-09,3.91575508
3,6,64,1.5625000000000000e-02,upwind,alternating,3,r_tau_f3,2.7276946947570785e-10,3.89012755,2.2036092811594798e-09,3.88540619
3,6,64,1.5625000000000000e-02,upwind,alternating,4,r_tau_m1,1.3217242625682718e-10,3.54879994,1.0517438170376536e-09,3.12983710
3,6,64,1.5625000000000000e-02,upwind,alternating,5,r_tau_m2,1.5906303344982126e-10,4.08136925,1.2868139054322825e-09,4.01209479
3,6,64,1.5625000000000000e-02,upwind,alternating,6,r_tau_m3,1.2276966654698247e-10,3.69819451,1.0024687607801397e-09,3.66429761
3,7,128,7.8125000000000000e-03,upwind,alternating,1,r_tau_f1,8.2775447192904373e-11,3.10812508,2.3083902289666725e-09,1.21646951
3,7,128,7.8125000000000000e-03,upwind,alternating,2,r_tau_f2,4.0762625726741602e-11,3.90693139,4.7966582095160248e-10,3.35910037
3,7,128,7.8125000000000000e-03,upwind,alternating,3,r_tau_f3,2.2536830520980906e-11,3.59732563,4.5064186410259666e-10,2.28981519
3,7,128,7.8125000000000000e-03,upwind,alternating,4,r_tau_m1,9.0671260318956442e-12,3.86563209,7.6481349031709556e-11,3.78153156
3,7,128,7.8125000000000000e-03,upwind,alternating,5,r_tau_m2,9.7849598769252938e-12,4.02288884,8.1824297337718122e-11,3.97513031
3,7,128,7.8125000000000000e-03,upwind,alternating,6,r_tau_m3,8.7366001932411531e-12,3.81273837,7.5364034457514606e-11,3.73353727
3,2,4,2.5000000000000000e-01,upwind,br1,1,r_tau_f1,5.4748031183820781e-06,NaN,2.2427041533906733e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,2,r_tau_f2,2.1098913889684849e-05,NaN,1.3210711992639457e-04,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,3,r_tau_f3,1.3342141206713171e-05,NaN,7.7994143814527628e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,4,r_tau_m1,5.3543896381080253e-06,NaN,4.1653409825440080e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,5,r_tau_m2,1.3273339773964255e-05,NaN,7.4313472895368160e-05,NaN
3,2,4,2.5000000000000000e-01,upwind,br1,6,r_tau_m3,9.7025910440661586e-06,NaN,5.9007398092239538e-05,NaN
3,3,8,1.2500000000000000e-01,upwind,br1,1,r_tau_f1,4.7958624999242384e-07,3.51294488,1.7983879260219382e-06,3.64046316
3,3,8,1.2500000000000000e-01,upwind,br1,2,r_tau_f2,2.6444606488225412e-06,2.99612332,1.6416153126586064e-05,3.00852022
3,3,8,1.2500000000000000e-01,upwind,br1,3,r_tau_f3,1.3221060239343533e-06,3.33508043,9.6931617671880410e-06,3.00832657
3,3,8,1.2500000000000000e-01,upwind,br1,4,r_tau_m1,4.8221868751209160e-07,3.47296266,4.6825871632960592e-06,3.15305685
3,3,8,1.2500000000000000e-01,upwind,br1,5,r_tau_m2,8.4034548284908271e-07,3.98140504,6.1661538348217748e-06,3.59118100
3,3,8,1.2500000000000000e-01,upwind,br1,6,r_tau_m3,8.9760067749965035e-07,3.43422440,5.8400546572995315e-06,3.33684207
3,4,16,6.2500000000000000e-02,upwind,br1,1,r_tau_f1,1.0229479561316801e-07,2.22905755,4.2391832782984196e-07,2.08484601
3,4,16,6.2500000000000000e-02,upwind,br1,2,r_tau_f2,2.9203598138526779e-07,3.17875547,1.7138919378156814e-06,3.25976804
3,4,16,6.2500000000000000e-02,upwind,br1,3,r_tau_f3,1.2802660145271584e-07,3.36832237,6.7165589361095623e-07,3.85117313
3,4,16,6.2500000000000000e-02,upwind,br1,4,r_tau_m1,3.7459864713652107e-08,3.68626997,2.5132586861653650e-07,4.21967477
3,4,16,6.2500000000000000e-02,upwind,br1,5,r_tau_m2,7.3394134566999830e-08,3.51724589,6.0386837642811830e-07,3.35206485
3,4,16,6.2500000000000000e-02,upwind,br1,6,r_tau_m3,7.5293881446093612e-08,3.57546923,3.6015803672739821e-07,4.01927987
3,5,32,3.1250000000000000e-02,upwind,br1,1,r_tau_f1,1.8476397189879141e-08,2.46897738,1.0237555778114249e-07,2.04991503
3,5,32,3.1250000000000000e-02,upwind,br1,2,r_tau_f2,3.2610709212473917e-08,3.16272841,1.7961494874763062e-07,3.25429682
3,5,32,3.1250000000000000e-02,upwind,br1,3,r_tau_f3,1.4208328314850782e-08,3.17163488,6.1256448899427163e-08,3.45478865
3,5,32,3.1250000000000000e-02,upwind,br1,4,r_tau_m1,6.1889590446403695e-09,2.59757701,2.5903944683713931e-08,3.27831546
3,5,32,3.1250000000000000e-02,upwind,br1,5,r_tau_m2,8.4907431178380280e-09,3.11170204,6.5651501346408736e-08,3.20133421
3,5,32,3.1250000000000000e-02,upwind,br1,6,r_tau_m3,8.0416218500316574e-09,3.22697423,3.5582235755060587e-08,3.33940103
3,6,64,1.5625000000000000e-02,upwind,br1,1,r_tau_f1,2.6312274442946564e-09,2.81187560,1.4828759747897990e-08,2.78740147
3,6,64,1.5625000000000000e-02,upwind,br1,2,r_tau_f2,3.8289655786281772e-09,3.09031922,1.9989765398520376e-08,3.16757398
3,6,64,1.5625000000000000e-02,upwind,br1,3,r_tau_f3,1.7133561575006647e-09,3.05183984,7.0332049767474203e-09,3.12260757
3,6,64,1.5625000000000000e-02,upwind,br1,4,r_tau_m1,9.0383828820737583e-10,2.77556020,3.9235785731506212e-09,2.72292981
3,6,64,1.5625000000000000e-02,upwind,br1,5,r_tau_m2,1.0230669849977906e-09,3.05299022,7.0314364608581315e-09,3.22293665
3,6,64,1.5625000000000000e-02,upwind,br1,6,r_tau_m3,9.6230045625151800e-10,3.06292718,4.2237665726085893e-09,3.07455515
3,7,128,7.8125000000000000e-03,upwind,br1,1,r_tau_f1,3.4846851975379115e-10,2.91663573,2.1923885762387130e-09,2.75782251
3,7,128,7.8125000000000000e-03,upwind,br1,2,r_tau_f2,4.6592682286177780e-10,3.03877940,2.4081632798989006e-09,3.05325642
3,7,128,7.8125000000000000e-03,upwind,br1,3,r_tau_f3,2.1394008802085000e-10,3.00154633,8.6521796671679141e-10,3.02304673
3,7,128,7.8125000000000000e-03,upwind,br1,4,r_tau_m1,1.1893153972424009e-10,2.92593332,5.2863598221097874e-10,2.89182356
3,7,128,7.8125000000000000e-03,upwind,br1,5,r_tau_m2,1.2622212554226010e-10,3.01886388,7.7209041937642553e-10,3.18697773
3,7,128,7.8125000000000000e-03,upwind,br1,6,r_tau_m3,1.1917899800647990e-10,3.01335739,5.2065723954441978e-10,3.02012427
